"Year","Country","Region","Hospital Name","Province","ID Type of Hospital","Description Type of Hospital","Type of beds","Total Hospital beds standard","Total Private Hospital beds","Total Daycare Hospital beds","Total Surgery Hospital beds","Total Hospital beds"
2012,"Italy","Lombardia","Ospedale Di Viadana","Viadana",5.1,"Casa Di Cura Privata Accreditata","Lungodegenza",30,0,0,0,30
2012,"Italy","Lombardia","Casa Di Cura Del Policlinico - Milano","Milano",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",100,0,12,0,112
2012,"Italy","Lombardia","Istituto Clinico Citta' Studi -  Milano","Milano",5.1,"Casa Di Cura Privata Accreditata","Acuti",212,0,3,14,229
2012,"Italy","Lombardia","Istituto Clinico Citta' Studi -  Milano","Milano",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",41,0,0,0,41
2012,"Italy","Lombardia","Casa Di Cura Igea - Milano","Milano",5.1,"Casa Di Cura Privata Accreditata","Acuti",74,0,3,13,90
2012,"Italy","Lombardia","Casa Di Cura Palazzolo-Fond.Don Gnocchi","Milano",5.1,"Casa Di Cura Privata Accreditata","Acuti",34,0,0,0,34
2012,"Italy","Lombardia","Casa Di Cura Palazzolo-Fond.Don Gnocchi","Milano",5.1,"Casa Di Cura Privata Accreditata","Lungodegenza",13,0,0,0,13
2012,"Italy","Lombardia","Casa Di Cura Palazzolo-Fond.Don Gnocchi","Milano",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",40,0,0,0,40
2012,"Italy","Lombardia","Casa Di Cura S.Raffaele Turro","Milano",5.1,"Casa Di Cura Privata Accreditata","Acuti",66,0,0,0,66
2012,"Italy","Lombardia","Casa Di Cura S.Raffaele Turro","Milano",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",130,0,0,0,130
2012,"Italy","Lombardia","Casa Di Cura S. Giovanni - Milano","Milano",5.1,"Casa Di Cura Privata Accreditata","Acuti",41,0,0,0,41
2012,"Italy","Lombardia","Ist.Clinico S.Ambrogio Spa-Milano","Milano",5.1,"Casa Di Cura Privata Accreditata","Acuti",109,0,2,13,124
2012,"Italy","Lombardia","Ist.Clinico S.Siro Spa-Milano","Milano",5.1,"Casa Di Cura Privata Accreditata","Acuti",50,0,0,5,55
2012,"Italy","Lombardia","Ist.Clinico S.Siro Spa-Milano","Milano",5.1,"Casa Di Cura Privata Accreditata","Lungodegenza",2,0,0,0,2
2012,"Italy","Lombardia","Ist.Clinico S.Siro Spa-Milano","Milano",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",66,0,0,0,66
2012,"Italy","Lombardia","Casa Di Cura S. Pio X - Milano","Milano",5.1,"Casa Di Cura Privata Accreditata","Acuti",127,0,3,7,137
2012,"Italy","Lombardia","Casa Di Cura S. Pio X - Milano","Milano",5.1,"Casa Di Cura Privata Accreditata","Lungodegenza",4,0,0,0,4
2012,"Italy","Lombardia","Casa Di Cura S. Pio X - Milano","Milano",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",25,0,0,0,25
2012,"Italy","Lombardia","Istituto Stomatologico Italiano - Milano","Milano",5.1,"Casa Di Cura Privata Accreditata","Acuti",27,0,0,12,39
2012,"Italy","Lombardia","Polo Geriatrico Riabilitativo-Cinisello","Cinisello Balsamo",5.1,"Casa Di Cura Privata Accreditata","Lungodegenza",48,0,0,0,48
2012,"Italy","Lombardia","Polo Geriatrico Riabilitativo-Cinisello","Cinisello Balsamo",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",35,0,0,0,35
2012,"Italy","Lombardia","Ospedale S. Giuseppe - Milano","Milano",4.0,"Ospedale Classificato O Assimilato Ai Sensi Dell'Art. 1, Ultimo Comma, Della Legge 132/1968","Acuti",258,0,7,20,285
2012,"Italy","Lombardia","Ospedale S. Giuseppe - Milano","Milano",4.0,"Ospedale Classificato O Assimilato Ai Sensi Dell'Art. 1, Ultimo Comma, Della Legge 132/1968","Riabilitazione",50,0,0,0,50
2012,"Italy","Lombardia","Centro Clinico Nemo - Fondaz. Serena","Milano",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",20,0,4,0,24
2012,"Italy","Lombardia","Presidio Unico San Carlo -Polo Chirurgic","Milano",5.1,"Casa Di Cura Privata Accreditata","Acuti",74,0,0,2,76
2012,"Italy","Lombardia","Clinica San Carlo - Paderno Dugnano","Paderno Dugnano",5.1,"Casa Di Cura Privata Accreditata","Acuti",129,0,4,10,143
2012,"Italy","Lombardia","Clinica San Carlo - Paderno Dugnano","Paderno Dugnano",5.1,"Casa Di Cura Privata Accreditata","Lungodegenza",4,0,0,0,4
2012,"Italy","Lombardia","Clinica San Carlo - Paderno Dugnano","Paderno Dugnano",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",20,0,0,0,20
2012,"Italy","Lombardia","Casa Di Cura Ambrosiana Spa-Cesano B.","Cesano Boscone",5.1,"Casa Di Cura Privata Accreditata","Acuti",24,0,0,3,27
2012,"Italy","Lombardia","Casa Di Cura Ambrosiana Spa-Cesano B.","Cesano Boscone",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",93,0,0,0,93
2012,"Italy","Lombardia","Fondazione Europea Di Ricerca Biomedica","Cernusco Sul Naviglio",5.1,"Casa Di Cura Privata Accreditata","Lungodegenza",25,0,0,0,25
2012,"Italy","Lombardia","Fondazione Europea Di Ricerca Biomedica","Cernusco Sul Naviglio",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",45,0,0,0,45
2012,"Italy","Lombardia","Residenza Anni Azzurri Mirasole","Opera",5.1,"Casa Di Cura Privata Accreditata","Lungodegenza",42,0,0,0,42
2012,"Italy","Lombardia","Policlinico Di Monza - Casa Di Cura Priv","Monza",5.1,"Casa Di Cura Privata Accreditata","Acuti",139,0,2,9,150
2012,"Italy","Lombardia","Policlinico Di Monza - Casa Di Cura Priv","Monza",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",47,0,1,0,48
2012,"Italy","Lombardia","Istituti Clinici Zucchi Spa-Monza","Monza",5.1,"Casa Di Cura Privata Accreditata","Acuti",75,0,0,20,95
2012,"Italy","Lombardia","Istituti Clinici Zucchi Spa-Monza","Monza",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",66,0,2,0,68
2012,"Italy","Lombardia","Casa Di Cura Zucchi - Carate Brianza","Carate Brianza",5.1,"Casa Di Cura Privata Accreditata","Lungodegenza",10,0,2,0,12
2012,"Italy","Lombardia","Casa Di Cura Zucchi - Carate Brianza","Carate Brianza",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",124,0,2,0,126
2012,"Italy","Lombardia","Casa Di Cura Villa Bianca","Limbiate",5.1,"Casa Di Cura Privata Accreditata","Acuti",0,0,1,0,1
2012,"Italy","Lombardia","Casa Di Cura Villa Bianca","Limbiate",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",70,0,0,0,70
2012,"Italy","Lombardia","Fondazione Monza E Brianza Per Il Bambin","Monza",5.1,"Casa Di Cura Privata Accreditata","Acuti",115,0,2,4,121
2012,"Italy","Lombardia","Ist.Clin.Prof.E.Morelli","Pavia",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",53,0,0,0,53
2012,"Italy","Lombardia","Casa Di Cura Villa Esperia","Godiasco",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",86,0,5,0,91
2012,"Italy","Lombardia","Casa Di Cura Beato Matteo","Vigevano",5.1,"Casa Di Cura Privata Accreditata","Acuti",102,0,6,8,116
2012,"Italy","Lombardia","Casa Di Cura Beato Matteo","Vigevano",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",34,0,0,0,34
2012,"Italy","Lombardia","Casa Di Cura S. Maria Grazie","Voghera",5.1,"Casa Di Cura Privata Accreditata","Acuti",15,0,0,2,17
2012,"Italy","Lombardia","Casa Di Cura Cittadella Sociale","Pieve Del Cairo",5.1,"Casa Di Cura Privata Accreditata","Acuti",36,0,0,4,40
2012,"Italy","Lombardia","Casa Di Cura Cittadella Sociale","Pieve Del Cairo",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",20,0,0,0,20
2012,"Italy","Lombardia","Ist.Di Cura Citta'Di Pavia","Pavia",5.1,"Casa Di Cura Privata Accreditata","Acuti",67,0,0,0,67
2012,"Italy","Lombardia","Ist.Di Cura Citta'Di Pavia","Pavia",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",27,0,0,0,27
2012,"Italy","Lombardia","Casa Di Cura Santa Maria - Castellanza","Castellanza",5.1,"Casa Di Cura Privata Accreditata","Acuti",165,0,4,21,190
2012,"Italy","Lombardia","Casa Di Cura Santa Maria - Castellanza","Castellanza",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",44,0,2,0,46
2012,"Italy","Lombardia","Casa Di Cura Mater Domini - Castellanza","Castellanza",5.1,"Casa Di Cura Privata Accreditata","Acuti",109,0,2,4,115
2012,"Italy","Lombardia","Casa Di Cura Mater Domini - Castellanza","Castellanza",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",14,0,0,0,14
2012,"Italy","Lombardia","Casa Di Cura Le Terrazze - Cunardo","Cunardo",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",143,0,0,0,143
2012,"Italy","Lombardia","""La Fondazione"" Di A.Borghi & C.-Brebbia","Brebbia",5.1,"Casa Di Cura Privata Accreditata","Lungodegenza",35,0,0,0,35
2012,"Italy","Lombardia","""La Fondazione"" Di A.Borghi & C.-Brebbia","Brebbia",5.1,"Casa Di Cura Privata Accreditata","Riabilitazione",40,0,0,0,40
2012,"Italy","Lombardia","Ospedale Valcamonica - Esine","Esine",1.0,"Ospedale A Gestione Diretta","Acuti",271,0,19,0,290
2012,"Italy","Lombardia","Ospedale Valcamonica - Esine","Esine",1.0,"Ospedale A Gestione Diretta","Lungodegenza",21,0,0,0,21
2012,"Italy","Lombardia","Ospedale Valcamonica - Esine","Esine",1.0,"Ospedale A Gestione Diretta","Riabilitazione",25,0,0,0,25
2012,"Italy","Lombardia","C.Tro Broncopneumopatie Inrca-Casatenovo","Casatenovo",3.1,"Irccs Pubblico","Acuti",30,0,0,0,30
2012,"Italy","Lombardia","C.Tro Broncopneumopatie Inrca-Casatenovo","Casatenovo",3.1,"Irccs Pubblico","Riabilitazione",32,0,0,0,32
2012,"Italy","Lombardia","Fond.Irccs ""Istit.Naz.Le Tumori""Milano","Milano",3.3,"Irccs Fondazione","Acuti",304,23,30,7,364
2012,"Italy","Lombardia","Fond.Irccs ""Istit.Naz.Le Tumori""Milano","Milano",3.3,"Irccs Fondazione","Lungodegenza",10,0,5,0,15
2012,"Italy","Lombardia","Fond.Irccs Ist.Naz.Neurologico C.Besta","Milano",3.3,"Irccs Fondazione","Acuti",175,10,10,3,198
2012,"Italy","Lombardia","Ospedale Policlinico S. Matteo - Pavia","Pavia",3.3,"Irccs Fondazione","Acuti",826,20,46,0,892
2012,"Italy","Lombardia","Ospedale Policlinico S. Matteo - Pavia","Pavia",3.3,"Irccs Fondazione","Lungodegenza",10,0,2,0,12
2012,"Italy","Lombardia","Fondaz.Irccs Ca' Granda - Ospedale Maggi","Milano",3.3,"Irccs Fondazione","Acuti",778,46,42,46,912
2012,"Italy","Lombardia","Fond.S.Maugeri-Cl.Lavoro E Riab.-Tradate","Tradate",3.2,"Irccs Privato","Acuti",15,0,0,0,15
2012,"Italy","Lombardia","Fond.S.Maugeri-Cl.Lavoro E Riab.-Tradate","Tradate",3.2,"Irccs Privato","Riabilitazione",115,0,0,0,115
2012,"Italy","Lombardia","Istituto Scientifico Medea-Bosisio P.","Bosisio Parini",3.2,"Irccs Privato","Riabilitazione",112,0,13,0,125
2012,"Italy","Lombardia","Fond.S.Maugeri-Cl.Lav.E Riab.-Lumezzane","Lumezzane",3.2,"Irccs Privato","Riabilitazione",199,0,5,0,204
2012,"Italy","Lombardia","Fond.S.Maugeri-Centro Medico-Castel G.","Castel Goffredo",3.2,"Irccs Privato","Lungodegenza",15,0,0,0,15
2012,"Italy","Lombardia","Fond.S.Maugeri-Centro Medico-Castel G.","Castel Goffredo",3.2,"Irccs Privato","Riabilitazione",78,0,2,0,80
2012,"Italy","Lombardia","Centro Cardiologico Spa ""Fond. Monzino""","Milano",3.2,"Irccs Privato","Acuti",185,6,0,0,191
2012,"Italy","Lombardia","Centro Cardiologico Spa ""Fond. Monzino""","Milano",3.2,"Irccs Privato","Riabilitazione",4,4,0,0,8
2012,"Italy","Lombardia","Irccs    S. Raffaele - Milano","Milano",3.2,"Irccs Privato","Acuti",827,77,18,22,944
2012,"Italy","Lombardia","Irccs    S. Raffaele - Milano","Milano",3.2,"Irccs Privato","Riabilitazione",93,0,0,0,93
2012,"Italy","Lombardia","Ist.Auxologico Italiano","Milano",3.2,"Irccs Privato","Acuti",62,6,6,0,74
2012,"Italy","Lombardia","Ist.Auxologico Italiano","Milano",3.2,"Irccs Privato","Riabilitazione",81,6,17,0,104
2012,"Italy","Lombardia","Irccs S.M.Nascente-Fond.Don C.Gnocchi","Milano",3.2,"Irccs Privato","Riabilitazione",120,0,4,0,124
2012,"Italy","Lombardia","Fond.Maugeri-Centro Medico Di Pavia","Pavia",3.2,"Irccs Privato","Acuti",120,0,0,6,126
2012,"Italy","Lombardia","Fond.Maugeri-Centro Medico Di Pavia","Pavia",3.2,"Irccs Privato","Lungodegenza",10,0,0,0,10
2012,"Italy","Lombardia","Fond.Maugeri-Centro Medico Di Pavia","Pavia",3.2,"Irccs Privato","Riabilitazione",198,0,0,0,198
2012,"Italy","Lombardia","Fond.Ist.Neurol.C.Mondino-Pavia","Pavia",3.2,"Irccs Privato","Acuti",92,0,4,0,96
2012,"Italy","Lombardia","Fond.Ist.Neurol.C.Mondino-Pavia","Pavia",3.2,"Irccs Privato","Lungodegenza",4,0,0,0,4
2012,"Italy","Lombardia","Fond.Ist.Neurol.C.Mondino-Pavia","Pavia",3.2,"Irccs Privato","Riabilitazione",35,0,0,0,35
2012,"Italy","Lombardia","Maugeri-Centro Medico Montescano","Montescano",3.2,"Irccs Privato","Riabilitazione",242,0,0,0,242
2012,"Italy","Lombardia","Istituto Europeo Di Oncologia-Milano","Milano",3.2,"Irccs Privato","Acuti",190,74,24,30,318
2012,"Italy","Lombardia","Irccs S.Giovanni Di Dio-Fbf- Brescia","Brescia",3.2,"Irccs Privato","Riabilitazione",60,0,0,0,60
2012,"Italy","Lombardia","Ist. Clin. Humanitas - Rozzano","Rozzano",3.2,"Irccs Privato","Acuti",405,114,5,25,549
2012,"Italy","Lombardia","Ist. Clin. Humanitas - Rozzano","Rozzano",3.2,"Irccs Privato","Riabilitazione",122,32,0,0,154
2012,"Italy","Lombardia","Fondazione S. Maugeri - Lissone","Lissone",3.2,"Irccs Privato","Riabilitazione",44,0,4,0,48
2012,"Italy","Lombardia","Istituto Scientifico Di Pavia","Pavia",3.2,"Irccs Privato","Lungodegenza",20,0,4,0,24
2012,"Italy","Lombardia","Istituto Scientifico Di Pavia","Pavia",3.2,"Irccs Privato","Riabilitazione",44,0,0,0,44
2012,"Italy","Lombardia","Istituto Ortopedico Galeazzi Spa","Milano",3.2,"Irccs Privato","Acuti",209,1,1,12,223
2012,"Italy","Lombardia","Istituto Ortopedico Galeazzi Spa","Milano",3.2,"Irccs Privato","Riabilitazione",127,0,0,0,127
2012,"Italy","Lombardia","I.R.C.C.S. Policlinico San Donato","San Donato Milanese",3.2,"Irccs Privato","Acuti",344,3,2,3,352
2012,"Italy","Lombardia","Casa Di Cura Multimedica  S.P.A.","Sesto San Giovanni",3.2,"Irccs Privato","Acuti",136,7,3,11,157
2012,"Italy","Lombardia","Fsm- Istituto Scientifico Di Riabilitazi","Milano",3.2,"Irccs Privato","Riabilitazione",60,0,6,0,66
2012,"Italy","Lombardia","Ospedale F. Del Ponte - Varese","Varese",1.0,"Ospedale A Gestione Diretta","Acuti",116,0,8,12,136
2012,"Italy","Lombardia","Ospedale Di Cuasso - Cuasso Al Monte","Cuasso Al Monte",1.0,"Ospedale A Gestione Diretta","Riabilitazione",58,0,0,0,58
2012,"Italy","Lombardia","Presidio Ospedaliero Del Verbano","Cittiglio",1.0,"Ospedale A Gestione Diretta","Acuti",143,0,7,9,159
2012,"Italy","Lombardia","Presidio Ospedaliero Del Verbano","Cittiglio",1.0,"Ospedale A Gestione Diretta","Riabilitazione",16,0,0,0,16
2012,"Italy","Lombardia","Ospedale Di Circolo E Fondazione Macchi","Varese",1.0,"Ospedale A Gestione Diretta","Acuti",580,0,27,21,628
2012,"Italy","Lombardia","Ospedale Di Circolo E Fondazione Macchi","Varese",1.0,"Ospedale A Gestione Diretta","Lungodegenza",10,0,1,0,11
2012,"Italy","Lombardia","Osp. S. Antonio Abate - Gallarate","Gallarate",1.0,"Ospedale A Gestione Diretta","Acuti",383,5,21,0,409
2012,"Italy","Lombardia","Osp. S. Antonio Abate - Gallarate","Gallarate",1.0,"Ospedale A Gestione Diretta","Lungodegenza",4,0,0,0,4
2012,"Italy","Lombardia","Osp. S. Antonio Abate - Gallarate","Gallarate",1.0,"Ospedale A Gestione Diretta","Riabilitazione",10,0,0,0,10
2012,"Italy","Lombardia","Osp. Circolo A.Bellini - Somma Lombardo","Somma Lombardo",1.0,"Ospedale A Gestione Diretta","Acuti",31,0,0,5,36
2012,"Italy","Lombardia","Osp. Circolo A.Bellini - Somma Lombardo","Somma Lombardo",1.0,"Ospedale A Gestione Diretta","Riabilitazione",48,0,2,0,50
2012,"Italy","Lombardia","Ospedale Carlo Ondoli - Angera","Angera",1.0,"Ospedale A Gestione Diretta","Acuti",79,0,9,0,88
2012,"Italy","Lombardia","Ospedale Di Circolo - Busto Arsizio","Busto Arsizio",1.0,"Ospedale A Gestione Diretta","Acuti",426,7,5,11,449
2012,"Italy","Lombardia","Ospedale Di Circolo - Busto Arsizio","Busto Arsizio",1.0,"Ospedale A Gestione Diretta","Lungodegenza",10,0,0,0,10
2012,"Italy","Lombardia","Ospedale Di Circolo - Busto Arsizio","Busto Arsizio",1.0,"Ospedale A Gestione Diretta","Riabilitazione",20,0,0,0,20
2012,"Italy","Lombardia","Osp. Generale Provinciale - Saronno","Saronno",1.0,"Ospedale A Gestione Diretta","Acuti",286,6,2,17,311
2012,"Italy","Lombardia","Osp. Generale Provinciale - Saronno","Saronno",1.0,"Ospedale A Gestione Diretta","Riabilitazione",24,0,0,0,24
2012,"Italy","Lombardia","Ospedale Di Circolo Galmarini - Tradate","Tradate",1.0,"Ospedale A Gestione Diretta","Acuti",158,0,4,10,172
2012,"Italy","Lombardia","Ospedale Di Circolo Galmarini - Tradate","Tradate",1.0,"Ospedale A Gestione Diretta","Riabilitazione",4,0,0,0,4
2012,"Italy","Lombardia","P.O. Montichiari- A.O. Spedali Civili","Montichiari",1.0,"Ospedale A Gestione Diretta","Acuti",120,0,6,5,131
2012,"Italy","Lombardia","Presidio Ospedaliero Gardone V.T.","Gardone Val Trompia",1.0,"Ospedale A Gestione Diretta","Acuti",134,0,2,3,139
2012,"Italy","Lombardia","Ospedale Dei Bambini Umberto I - Brescia","Brescia",1.0,"Ospedale A Gestione Diretta","Acuti",138,0,8,6,152
2012,"Italy","Lombardia","P.O. ""U.O. Cardiologia Riabilitativa Fas","Gussago",1.0,"Ospedale A Gestione Diretta","Riabilitazione",30,0,0,0,30
2012,"Italy","Lombardia","Pres.Ospedal.Spedali Civili Brescia","Brescia",1.0,"Ospedale A Gestione Diretta","Acuti",1206,14,21,33,1274
2012,"Italy","Lombardia","Pres.Ospedal.Spedali Civili Brescia","Brescia",1.0,"Ospedale A Gestione Diretta","Riabilitazione",10,0,0,0,10
2012,"Italy","Lombardia","Presidio Ospedaliero Di Chiari","Chiari",1.0,"Ospedale A Gestione Diretta","Acuti",188,0,5,7,200
2012,"Italy","Lombardia","Presidio Ospedaliero Di Chiari","Chiari",1.0,"Ospedale A Gestione Diretta","Lungodegenza",15,0,1,0,16
2012,"Italy","Lombardia","Presidio Ospedaliero Di Iseo","Iseo",1.0,"Ospedale A Gestione Diretta","Acuti",88,0,5,2,95
2012,"Italy","Lombardia","Ospedale Di Desenzano","Desenzano Del Garda",1.0,"Ospedale A Gestione Diretta","Acuti",217,0,4,19,240
2012,"Italy","Lombardia","Ospedale Civile La Memoria Di Gavardo","Gavardo",1.0,"Ospedale A Gestione Diretta","Acuti",129,0,3,7,139
2012,"Italy","Lombardia","Ospedale Civile La Memoria Di Gavardo","Gavardo",1.0,"Ospedale A Gestione Diretta","Lungodegenza",9,0,1,0,10
2012,"Italy","Lombardia","Ospedale Di Leno","Leno",1.0,"Ospedale A Gestione Diretta","Acuti",16,0,0,0,16
2012,"Italy","Lombardia","Presidio Ospedaliero Di Salo'","Salo'",1.0,"Ospedale A Gestione Diretta","Acuti",15,0,0,0,15
2012,"Italy","Lombardia","Ospedale Villa Dei Colli Di Lonato","Lonato",1.0,"Ospedale A Gestione Diretta","Lungodegenza",7,0,0,0,7
2012,"Italy","Lombardia","Ospedale Villa Dei Colli Di Lonato","Lonato",1.0,"Ospedale A Gestione Diretta","Riabilitazione",29,0,1,0,30
2012,"Italy","Lombardia","Ospedale Di Manerbio","Manerbio",1.0,"Ospedale A Gestione Diretta","Acuti",226,0,2,11,239
2012,"Italy","Lombardia","Presidio Ospedaliero Oglio Po","Casalmaggiore",1.0,"Ospedale A Gestione Diretta","Acuti",136,19,2,6,163
2012,"Italy","Lombardia","Presidio Ospedaliero Oglio Po","Casalmaggiore",1.0,"Ospedale A Gestione Diretta","Riabilitazione",4,0,0,0,4
2012,"Italy","Lombardia","Istituti Ospitalieri - Cremona","Cremona",1.0,"Ospedale A Gestione Diretta","Acuti",445,29,15,15,504
2012,"Italy","Lombardia","Istituti Ospitalieri - Cremona","Cremona",1.0,"Ospedale A Gestione Diretta","Lungodegenza",27,1,1,0,29
2012,"Italy","Lombardia","Istituti Ospitalieri - Cremona","Cremona",1.0,"Ospedale A Gestione Diretta","Riabilitazione",24,1,0,0,25
2012,"Italy","Lombardia","Ospedale Maggiore - Crema","Crema",1.0,"Ospedale A Gestione Diretta","Acuti",322,0,9,14,345
2012,"Italy","Lombardia","Ospedale S. Marta - Rivolta D'Adda","Rivolta D'Adda",1.0,"Ospedale A Gestione Diretta","Riabilitazione",75,0,0,0,75
2012,"Italy","Lombardia","Ospedale S. Antonio Abate - Cantu'","Cantu'",1.0,"Ospedale A Gestione Diretta","Acuti",130,0,4,8,142
2012,"Italy","Lombardia","Ospedale S. Antonio Abate - Cantu'","Cantu'",1.0,"Ospedale A Gestione Diretta","Lungodegenza",6,0,1,0,7
2012,"Italy","Lombardia","Ospedale Felice Villa - Mariano Comense","Mariano Comense",1.0,"Ospedale A Gestione Diretta","Acuti",0,0,1,0,1
2012,"Italy","Lombardia","Ospedale Felice Villa - Mariano Comense","Mariano Comense",1.0,"Ospedale A Gestione Diretta","Lungodegenza",14,0,2,0,16
2012,"Italy","Lombardia","Ospedale Felice Villa - Mariano Comense","Mariano Comense",1.0,"Ospedale A Gestione Diretta","Riabilitazione",48,0,0,0,48
2012,"Italy","Lombardia","Ospedale Erba-  Renaldi - Menaggio","Menaggio",1.0,"Ospedale A Gestione Diretta","Acuti",53,0,2,3,58
2012,"Italy","Lombardia","Ospedale Erba-  Renaldi - Menaggio","Menaggio",1.0,"Ospedale A Gestione Diretta","Lungodegenza",17,0,0,0,17
2012,"Italy","Lombardia","Ospedale S. Anna - Como","San Fermo Della Battaglia",1.0,"Ospedale A Gestione Diretta","Acuti",471,0,20,34,525
2012,"Italy","Lombardia","Ospedale Di Circolo Umberto I - Bellano","Bellano",1.0,"Ospedale A Gestione Diretta","Riabilitazione",42,0,1,0,43
2012,"Italy","Lombardia","Ospedale Di Circolo""S.L.Mandic""- Merate","Merate",1.0,"Ospedale A Gestione Diretta","Acuti",217,5,11,17,250
2012,"Italy","Lombardia","Ospedale Di Circolo ""A. Manzoni"" - Lecco","Lecco",1.0,"Ospedale A Gestione Diretta","Acuti",474,0,9,19,502
2012,"Italy","Lombardia","Ospedale Di Circolo ""A. Manzoni"" - Lecco","Lecco",1.0,"Ospedale A Gestione Diretta","Riabilitazione",24,0,0,0,24
2012,"Italy","Lombardia","Ospedali Riuniti - Bergamo","Bergamo",1.0,"Ospedale A Gestione Diretta","Acuti",861,0,35,42,938
2012,"Italy","Lombardia","Ospedali Riuniti - Bergamo","Bergamo",1.0,"Ospedale A Gestione Diretta","Lungodegenza",14,0,2,0,16
2012,"Italy","Lombardia","Ospedali Riuniti - Bergamo","Bergamo",1.0,"Ospedale A Gestione Diretta","Riabilitazione",49,0,0,0,49
2012,"Italy","Lombardia","Ospedale Di Treviglio E Caravaggio","Treviglio",1.0,"Ospedale A Gestione Diretta","Acuti",294,14,9,11,328
2012,"Italy","Lombardia","Ospedale Di Treviglio E Caravaggio","Treviglio",1.0,"Ospedale A Gestione Diretta","Riabilitazione",8,0,0,0,8
2012,"Italy","Lombardia","Ospedale Civile - S.Giovanni Bianco","San Giovanni Bianco",1.0,"Ospedale A Gestione Diretta","Acuti",80,5,2,2,89
2012,"Italy","Lombardia","Ospedale Civile - S.Giovanni Bianco","San Giovanni Bianco",1.0,"Ospedale A Gestione Diretta","Riabilitazione",5,0,0,0,5
2012,"Italy","Lombardia","Ospedale F. M. Passi - Calcinate","Calcinate",1.0,"Ospedale A Gestione Diretta","Acuti",58,4,1,1,64
2012,"Italy","Lombardia","Ospedale Ss.Trinita'-Romano Di Lombardia","Romano Di Lombardia",1.0,"Ospedale A Gestione Diretta","Acuti",91,7,6,4,108
2012,"Italy","Lombardia","Ospedale Ss.Trinita'-Romano Di Lombardia","Romano Di Lombardia",1.0,"Ospedale A Gestione Diretta","Riabilitazione",40,0,3,0,43
2012,"Italy","Lombardia","Ospedale Pesenti Fenaroli - Alzano L.","Alzano Lombardo",1.0,"Ospedale A Gestione Diretta","Acuti",174,0,8,7,189
2012,"Italy","Lombardia","Ospedale Briolini - Gazzaniga","Gazzaniga",1.0,"Ospedale A Gestione Diretta","Lungodegenza",25,0,0,0,25
2012,"Italy","Lombardia","Ospedale Briolini - Gazzaniga","Gazzaniga",1.0,"Ospedale A Gestione Diretta","Riabilitazione",49,0,0,0,49
2012,"Italy","Lombardia","Ospedale Ss.Capitanio E Gerosa - Lovere","Lovere",1.0,"Ospedale A Gestione Diretta","Acuti",58,0,0,6,64
2012,"Italy","Lombardia","Ospedale Ss.Capitanio E Gerosa - Lovere","Lovere",1.0,"Ospedale A Gestione Diretta","Lungodegenza",20,0,0,0,20
2012,"Italy","Lombardia","Ospedale Bolognini - Seriate","Seriate",1.0,"Ospedale A Gestione Diretta","Acuti",211,0,9,13,233
2012,"Italy","Lombardia","Ospedale M. O. Antonio Locatelli","Piario",1.0,"Ospedale A Gestione Diretta","Acuti",95,0,2,7,104
2012,"Italy","Lombardia","Presidio Ospedaliero - Asola","Asola",1.0,"Ospedale A Gestione Diretta","Acuti",66,0,2,11,79
2012,"Italy","Lombardia","Pres. Riabil. Multifunz. Bozzolo","Bozzolo",1.0,"Ospedale A Gestione Diretta","Riabilitazione",51,0,0,0,51
2012,"Italy","Lombardia","Osp.Civile Destra Secchia-Pieve Coriano","Pieve Di Coriano",1.0,"Ospedale A Gestione Diretta","Acuti",122,0,3,7,132
2012,"Italy","Lombardia","Osp.Civile Destra Secchia-Pieve Coriano","Pieve Di Coriano",1.0,"Ospedale A Gestione Diretta","Riabilitazione",25,0,0,0,25
2012,"Italy","Lombardia","Presidio Ospedaliero ""C. Poma"" - Mantova","Mantova",1.0,"Ospedale A Gestione Diretta","Acuti",466,0,9,28,503
2012,"Italy","Lombardia","Presidio Ospedaliero ""C. Poma"" - Mantova","Mantova",1.0,"Ospedale A Gestione Diretta","Lungodegenza",10,0,0,0,10
