"Date","Country","Region","Total confirmed cases","Population Incidence Ratio","Total ICU cases","Total deaths","Total Hospital cases","New cases","Total cured","New Hospital cases","New ICU cases","New deaths","New cured"
"2020-04-07 21:00:00","Spain","Andalucía",8997,71,520,605,4463.0,230.0,1041.0,"","","",""
"2020-04-07 21:00:00","Spain","Aragón",3549,200,255,349,1716.0,100.0,659.0,"","","",""
"2020-04-07 21:00:00","Spain","Asturias",1705,90,91,102,958.0,26.0,294.0,"","","",""
"2020-04-07 21:00:00","Spain","Baleares",1412,73,129,89,731.0,43.0,616.0,"","","",""
"2020-04-07 21:00:00","Spain","Canarias",1761,51,138,91,703.0,37.0,249.0,"","","",""
"2020-04-07 21:00:00","Spain","Cantabria",1571,182,69,92,700.0,71.0,175.0,"","","",""
"2020-04-07 21:00:00","Spain","Castilla La Mancha",11788,443,354,1255,2731.0,711.0,1557.0,"","","",""
"2020-04-07 21:00:00","Spain","Castilla y León",10058,296,342,1028,5322.0,477.0,2988.0,"","","",""
"2020-04-07 21:00:00","Spain","Cataluña",29647,256,2441,3041,20250.0,1324.0,12250.0,"","","",""
"2020-04-07 21:00:00","Spain","Ceuta",84,88,4,4,9.0,1.0,7.0,"","","",""
"2020-04-07 21:00:00","Spain","Comunidad Valenciana",7655,100,371,724,1714.0,212.0,1344.0,"","","",""
"2020-04-07 21:00:00","Spain","Extremadura",2184,135,98,271,898.0,68.0,328.0,"","","",""
"2020-04-07 21:00:00","Spain","Galicia",6537,180,158,213,2014.0,207.0,800.0,"","","",""
"2020-04-07 21:00:00","Spain","Madrid",42450,418,1450,5586,13289.0,1980.0,19836.0,"","","",""
"2020-04-07 21:00:00","Spain","Melilla",93,63,3,2,40.0,1.0,12.0,"","","",""
"2020-04-07 21:00:00","Spain","Murcia",1325,56,86,85,515.0,43.0,203.0,"","","",""
"2020-04-07 21:00:00","Spain","Navarra",3467,346,124,206,1526.0,112.0,450.0,"","","",""
"2020-04-07 21:00:00","Spain","País Vasco",9452,279,430,635,4982.0,431.0,4151.0,"","","",""
"2020-04-07 21:00:00","Spain","La Rioja",2951,638,68,177,955.0,105.0,1061.0,"","","",""
"2020-04-08 21:00:00","Spain","Andalucía",9261,69,538,652,4599.0,264.0,1193.0,"","","",""
"2020-04-08 21:00:00","Spain","Aragón",3685,194,261,385,1765.0,136.0,718.0,"","","",""
"2020-04-08 21:00:00","Spain","Asturias",1736,87,94,110,1018.0,32.0,340.0,"","","",""
"2020-04-08 21:00:00","Spain","Baleares",1448,68,132,89,751.0,36.0,696.0,"","","",""
"2020-04-08 21:00:00","Spain","Canarias",1834,48,140,92,730.0,72.0,359.0,"","","",""
"2020-04-08 21:00:00","Spain","Cantabria",1619,163,71,98,720.0,47.0,214.0,"","","",""
"2020-04-08 21:00:00","Spain","Castilla La Mancha",12489,447,342,1321,2575.0,701.0,1766.0,"","","",""
"2020-04-08 21:00:00","Spain","Castilla y León",10517,292,338,1082,5523.0,460.0,3242.0,"","","",""
"2020-04-08 21:00:00","Spain","Cataluña",31043,253,2506,3148,20943.0,1396.0,13062.0,"","","",""
"2020-04-08 21:00:00","Spain","Ceuta",84,87,4,4,9.0,0.0,7.0,"","","",""
"2020-04-08 21:00:00","Spain","Comunidad Valenciana",7963,95,541,767,3815.0,309.0,1771.0,"","","",""
"2020-04-08 21:00:00","Spain","Extremadura",2273,122,99,283,958.0,89.0,381.0,"","","",""
"2020-04-08 21:00:00","Spain","Galicia",6757,179,155,231,2094.0,220.0,910.0,"","","",""
"2020-04-08 21:00:00","Spain","Madrid",43876,400,1433,5800,12853.0,1426.0,21121.0,"","","",""
"2020-04-08 21:00:00","Spain","Melilla",93,62,3,2,40.0,0.0,16.0,"","","",""
"2020-04-08 21:00:00","Spain","Murcia",1355,50,87,88,533.0,30.0,219.0,"","","",""
"2020-04-08 21:00:00","Spain","Navarra",3575,330,124,214,1526.0,108.0,462.0,"","","",""
"2020-04-08 21:00:00","Spain","País Vasco",9806,265,433,689,5130.0,354.0,4513.0,"","","",""
"2020-04-08 21:00:00","Spain","La Rioja",3026,641,69,182,997.0,75.0,1172.0,"","","",""
"2020-04-09 21:00:00","Spain","Andalucía",9510,67,582,691,4715.0,249.0,1436.0,"","","",""
"2020-04-09 21:00:00","Spain","Aragón",3831,188,263,409,1821.0,146.0,797.0,"","","",""
"2020-04-09 21:00:00","Spain","Asturias",1799,87,100,121,1083.0,62.0,372.0,"","","",""
"2020-04-09 21:00:00","Spain","Baleares",1488,63,136,97,777.0,40.0,737.0,"","","",""
"2020-04-09 21:00:00","Spain","Canarias",1858,45,141,94,738.0,24.0,386.0,"","","",""
"2020-04-09 21:00:00","Spain","Cantabria",1659,146,73,102,747.0,40.0,265.0,"","","",""
"2020-04-09 21:00:00","Spain","Castilla La Mancha",13062,449,329,1431,2359.0,574.0,1982.0,"","","",""
"2020-04-09 21:00:00","Spain","Castilla y León",11102,290,332,1129,5673.0,584.0,3506.0,"","","",""
"2020-04-09 21:00:00","Spain","Cataluña",31824,246,2582,3231,21530.0,781.0,13513.0,"","","",""
"2020-04-09 21:00:00","Spain","Ceuta",91,87,4,4,9.0,7.0,12.0,"","","",""
"2020-04-09 21:00:00","Spain","Comunidad Valenciana",8331,95,561,796,3987.0,367.0,2085.0,"","","",""
"2020-04-09 21:00:00","Spain","Extremadura",2332,103,101,288,1002.0,59.0,397.0,"","","",""
"2020-04-09 21:00:00","Spain","Galicia",6946,171,151,243,2165.0,188.0,997.0,"","","",""
"2020-04-09 21:00:00","Spain","Madrid",44783,383,1399,5972,12432.0,906.0,22414.0,"","","",""
"2020-04-09 21:00:00","Spain","Melilla",95,61,3,2,41.0,2.0,17.0,"","","",""
"2020-04-09 21:00:00","Spain","Murcia",1383,44,88,90,533.0,27.0,255.0,"","","",""
"2020-04-09 21:00:00","Spain","Navarra",3748,322,124,218,1620.0,173.0,560.0,"","","",""
"2020-04-09 21:00:00","Spain","País Vasco",10103,249,442,729,5290.0,297.0,4680.0,"","","",""
"2020-04-09 21:00:00","Spain","La Rioja",3076,580,71,196,1047.0,50.0,1256.0,"","","",""
"2020-04-10 21:00:00","Spain","Andalucía",9712,64,602,737,4808.0,202.0,1630.0,"","","",""
"2020-04-10 21:00:00","Spain","Aragón",3969,180,266,425,1860.0,138.0,888.0,"","","",""
"2020-04-10 21:00:00","Spain","Asturias",1827,80,105,128,1147.0,28.0,414.0,"","","",""
"2020-04-10 21:00:00","Spain","Baleares",1507,56,137,102,778.0,19.0,757.0,"","","",""
"2020-04-10 21:00:00","Spain","Canarias",1886,40,144,95,745.0,29.0,432.0,"","","",""
"2020-04-10 21:00:00","Spain","Cantabria",1719,134,75,107,773.0,60.0,281.0,"","","",""
"2020-04-10 21:00:00","Spain","Castilla La Mancha",13456,439,316,1483,2198.0,393.0,2205.0,"","","",""
"2020-04-10 21:00:00","Spain","Castilla y León",11543,281,327,1180,5817.0,441.0,3756.0,"","","",""
"2020-04-10 21:00:00","Spain","Cataluña",32984,243,2628,3331,21921.0,1160.0,14258.0,"","","",""
"2020-04-10 21:00:00","Spain","Ceuta",93,89,4,4,9.0,2.0,17.0,"","","",""
"2020-04-10 21:00:00","Spain","Comunidad Valenciana",8578,90,565,818,4132.0,247.0,2289.0,"","","",""
"2020-04-10 21:00:00","Spain","Extremadura",2485,102,104,303,1052.0,154.0,462.0,"","","",""
"2020-04-10 21:00:00","Spain","Galicia",7176,163,144,261,2215.0,230.0,1082.0,"","","",""
"2020-04-10 21:00:00","Spain","Madrid",45849,365,1376,6084,11894.0,1065.0,23663.0,"","","",""
"2020-04-10 21:00:00","Spain","Melilla",98,61,3,2,43.0,3.0,18.0,"","","",""
"2020-04-10 21:00:00","Spain","Murcia",1413,40,88,94,533.0,30.0,275.0,"","","",""
"2020-04-10 21:00:00","Spain","Navarra",3816,303,124,227,1641.0,69.0,603.0,"","","",""
"2020-04-10 21:00:00","Spain","País Vasco",10515,243,453,765,5402.0,412.0,4741.0,"","","",""
"2020-04-10 21:00:00","Spain","La Rioja",3223,564,73,207,1082.0,147.0,1337.0,"","","",""
"2020-04-11 21:00:00","Spain","Andalucía",10006,63,619,799,4950.0,294.0,1838.0,"","","",""
"2020-04-11 21:00:00","Spain","Aragón",4070,167,272,450,1901.0,101.0,934.0,"","","",""
"2020-04-11 21:00:00","Spain","Asturias",1892,78,106,140,1208.0,65.0,430.0,"","","",""
"2020-04-11 21:00:00","Spain","Baleares",1534,50,142,112,805.0,27.0,848.0,"","","",""
"2020-04-11 21:00:00","Spain","Canarias",1918,36,144,95,758.0,31.0,447.0,"","","",""
"2020-04-11 21:00:00","Spain","Cantabria",1751,125,75,110,805.0,33.0,297.0,"","","",""
"2020-04-11 21:00:00","Spain","Castilla La Mancha",13698,415,316,1543,6837.0,242.0,2365.0,"","","",""
"2020-04-11 21:00:00","Spain","Castilla y León",12118,279,323,1220,5957.0,575.0,4010.0,"","","",""
"2020-04-11 21:00:00","Spain","Cataluña",34027,247,2658,3441,22369.0,1043.0,14975.0,"","","",""
"2020-04-11 21:00:00","Spain","Ceuta",93,84,4,4,9.0,0.0,17.0,"","","",""
"2020-04-11 21:00:00","Spain","Comunidad Valenciana",8841,81,567,838,4149.0,263.0,2623.0,"","","",""
"2020-04-11 21:00:00","Spain","Extremadura",2580,105,106,312,1074.0,94.0,481.0,"","","",""
"2020-04-11 21:00:00","Spain","Galicia",7336,155,140,274,2306.0,160.0,1143.0,"","","",""
"2020-04-11 21:00:00","Spain","Madrid",46586,358,1331,6278,11424.0,738.0,24683.0,"","","",""
"2020-04-11 21:00:00","Spain","Melilla",98,57,3,2,43.0,0.0,18.0,"","","",""
"2020-04-11 21:00:00","Spain","Murcia",1449,38,91,97,537.0,36.0,344.0,"","","",""
"2020-04-11 21:00:00","Spain","Navarra",3969,299,124,232,1663.0,152.0,650.0,"","","",""
"2020-04-11 21:00:00","Spain","País Vasco",10772,227,459,804,5547.0,257.0,4867.0,"","","",""
"2020-04-11 21:00:00","Spain","La Rioja",3279,520,73,219,1122.0,56.0,1420.0,"","","",""
"2020-04-12 21:00:00","Spain","Andalucía",10187,56,621,815,4993.0,181.0,1966.0,"","","",""
"2020-04-12 21:00:00","Spain","Aragón",4187,159,274,464,1938.0,117.0,946.0,"","","",""
"2020-04-12 21:00:00","Spain","Asturias",1958,78,110,149,1265.0,66.0,434.0,"","","",""
"2020-04-12 21:00:00","Spain","Baleares",1550,47,143,117,811.0,16.0,862.0,"","","",""
"2020-04-12 21:00:00","Spain","Canarias",1944,34,145,96,763.0,26.0,458.0,"","","",""
"2020-04-12 21:00:00","Spain","Cantabria",1777,116,75,117,827.0,25.0,317.0,"","","",""
"2020-04-12 21:00:00","Spain","Castilla La Mancha",14054,403,475,1626,7782.0,356.0,2532.0,"","","",""
"2020-04-12 21:00:00","Spain","Castilla y León",12628,284,312,1263,6077.0,510.0,4154.0,"","","",""
"2020-04-12 21:00:00","Spain","Cataluña",34726,241,2713,3538,22780.0,699.0,15602.0,"","","",""
"2020-04-12 21:00:00","Spain","Ceuta",95,82,4,4,9.0,2.0,20.0,"","","",""
"2020-04-12 21:00:00","Spain","Comunidad Valenciana",9060,78,576,876,4269.0,219.0,2803.0,"","","",""
"2020-04-12 21:00:00","Spain","Extremadura",2658,102,108,321,1095.0,78.0,511.0,"","","",""
"2020-04-12 21:00:00","Spain","Galicia",7494,139,136,284,2344.0,158.0,1186.0,"","","",""
"2020-04-12 21:00:00","Spain","Madrid",47146,346,1327,6422,11232.0,559.0,25385.0,"","","",""
"2020-04-12 21:00:00","Spain","Melilla",101,57,3,2,43.0,3.0,18.0,"","","",""
"2020-04-12 21:00:00","Spain","Murcia",1463,35,94,101,543.0,14.0,353.0,"","","",""
"2020-04-12 21:00:00","Spain","Navarra",4091,297,124,239,1693.0,123.0,695.0,"","","",""
"2020-04-12 21:00:00","Spain","País Vasco",11017,224,464,831,5622.0,246.0,5026.0,"","","",""
"2020-04-12 21:00:00","Spain","La Rioja",3358,512,73,223,1141.0,79.0,1458.0,"","","",""
"2020-04-13 21:00:00","Spain","Andalucía",10192,51,631,836,5053.0,5.0,2032.0,"","","",""
"2020-04-13 21:00:00","Spain","Aragón",4245,149,280,492,1966.0,58.0,963.0,"","","",""
"2020-04-13 21:00:00","Spain","Asturias",2051,79,111,156,1330.0,93.0,458.0,"","","",""
"2020-04-13 21:00:00","Spain","Baleares",1571,43,145,118,826.0,21.0,871.0,"","","",""
"2020-04-13 21:00:00","Spain","Canarias",1958,32,147,102,771.0,14.0,589.0,"","","",""
"2020-04-13 21:00:00","Spain","Cantabria",1796,107,76,120,853.0,19.0,323.0,"","","",""
"2020-04-13 21:00:00","Spain","Castilla La Mancha",14329,388,486,1714,7830.0,275.0,2943.0,"","","",""
"2020-04-13 21:00:00","Spain","Castilla y León",13180,290,308,1299,6175.0,552.0,4266.0,"","","",""
"2020-04-13 21:00:00","Spain","Cataluña",35197,213,2775,3666,23125.0,471.0,15967.0,"","","",""
"2020-04-13 21:00:00","Spain","Ceuta",96,73,4,4,9.0,1.0,22.0,"","","",""
"2020-04-13 21:00:00","Spain","Comunidad Valenciana",9213,74,581,907,4397.0,153.0,3069.0,"","","",""
"2020-04-13 21:00:00","Spain","Extremadura",2684,98,108,334,1114.0,26.0,578.0,"","","",""
"2020-04-13 21:00:00","Spain","Galicia",7597,131,133,290,2403.0,103.0,1240.0,"","","",""
"2020-04-13 21:00:00","Spain","Madrid",48048,308,1299,6568,10753.0,902.0,26247.0,"","","",""
"2020-04-13 21:00:00","Spain","Melilla",101,54,3,2,43.0,0.0,18.0,"","","",""
"2020-04-13 21:00:00","Spain","Murcia",1487,34,96,106,566.0,24.0,476.0,"","","",""
"2020-04-13 21:00:00","Spain","Navarra",4150,282,124,249,1705.0,58.0,730.0,"","","",""
"2020-04-13 21:00:00","Spain","País Vasco",11226,222,470,859,5678.0,208.0,5193.0,"","","",""
"2020-04-13 21:00:00","Spain","La Rioja",3420,508,74,234,1152.0,62.0,1519.0,"","","",""
"2020-04-14 21:00:00","Spain","Andalucía",10595,49,665,865,5147.0,289.0,2224.0,"","","",""
"2020-04-14 21:00:00","Spain","Aragón",4338,140,282,514,2005.0,93.0,1012.0,"","","",""
"2020-04-14 21:00:00","Spain","Asturias",2096,75,114,166,1386.0,45.0,487.0,"","","",""
"2020-04-14 21:00:00","Spain","Baleares",1606,41,149,125,857.0,35.0,881.0,"","","",""
"2020-04-14 21:00:00","Spain","Canarias",1975,27,152,104,781.0,17.0,622.0,"","","",""
"2020-04-14 21:00:00","Spain","Cantabria",1823,104,76,132,873.0,27.0,363.0,"","","",""
"2020-04-14 21:00:00","Spain","Castilla La Mancha",14680,375,495,1755,7896.0,351.0,2998.0,"","","",""
"2020-04-14 21:00:00","Spain","Castilla y León",13697,285,306,1337,6306.0,517.0,4521.0,"","","",""
"2020-04-14 21:00:00","Spain","Cataluña",36505,215,2788,3756,23372.0,1308.0,16651.0,"","","",""
"2020-04-14 21:00:00","Spain","Ceuta",98,55,4,4,9.0,2.0,30.0,"","","",""
"2020-04-14 21:00:00","Spain","Comunidad Valenciana",9424,69,588,945,4465.0,211.0,3360.0,"","","",""
"2020-04-14 21:00:00","Spain","Extremadura",2762,101,109,342,1155.0,78.0,615.0,"","","",""
"2020-04-14 21:00:00","Spain","Galicia",7708,121,128,299,2471.0,111.0,1298.0,"","","",""
"2020-04-14 21:00:00","Spain","Madrid",49526,295,1244,6724,10116.0,1478.0,27433.0,"","","",""
"2020-04-14 21:00:00","Spain","Melilla",102,46,3,2,43.0,1.0,24.0,"","","",""
"2020-04-14 21:00:00","Spain","Murcia",1520,32,97,109,574.0,33.0,513.0,"","","",""
"2020-04-14 21:00:00","Spain","Navarra",4246,267,124,252,1730.0,96.0,808.0,"","","",""
"2020-04-14 21:00:00","Spain","País Vasco",11475,210,471,902,5750.0,249.0,5428.0,"","","",""
"2020-04-14 21:00:00","Spain","La Rioja",3457,472,75,246,1182.0,37.0,1585.0,"","","",""
"2020-04-15 21:00:00","Spain","Andalucía",10807,45,671,912,5226.0,212.0,2634.0,79.0,6.0,47.0,410.0
"2020-04-15 21:00:00","Spain","Aragón",4566,141,291,543,2108.0,228.0,1087.0,102.0,9.0,29.0,75.0
"2020-04-15 21:00:00","Spain","Asturias",2170,76,116,168,1432.0,74.0,522.0,45.0,2.0,2.0,35.0
"2020-04-15 21:00:00","Spain","Baleares",1636,0,152,131,872.0,31.0,918.0,15.0,3.0,6.0,37.0
"2020-04-15 21:00:00","Spain","Canarias",1988,0,156,107,802.0,13.0,673.0,21.0,4.0,3.0,51.0
"2020-04-15 21:00:00","Spain","Cantabria",1845,0,77,137,890.0,22.0,442.0,17.0,1.0,5.0,79.0
"2020-04-15 21:00:00","Spain","Castilla La Mancha",15151,0,503,1796,7987.0,471.0,3378.0,91.0,8.0,41.0,380.0
"2020-04-15 21:00:00","Spain","Castilla y León",14380,0,307,1372,6449.0,683.0,4725.0,143.0,0.0,35.0,204.0
"2020-04-15 21:00:00","Spain","Cataluña",37354,0,2798,3855,23680.0,849.0,17297.0,308.0,9.0,99.0,646.0
"2020-04-15 21:00:00","Spain","Ceuta",100,53,4,4,9.0,2.0,41.0,0.0,0.0,0.0,11.0
"2020-04-15 21:00:00","Spain","Comunidad Valenciana",9615,0,625,972,4524.0,191.0,3702.0,59.0,37.0,27.0,342.0
"2020-04-15 21:00:00","Spain","Extremadura",2881,97,110,359,1186.0,119.0,649.0,31.0,1.0,17.0,34.0
"2020-04-15 21:00:00","Spain","Galicia",7872,0,123,310,2494.0,165.0,1383.0,23.0,0.0,11.0,85.0
"2020-04-15 21:00:00","Spain","Madrid",50693,0,1206,6877,9652.0,1168.0,28491.0,0.0,0.0,153.0,1058.0
"2020-04-15 21:00:00","Spain","Melilla",103,0,3,2,43.0,1.0,27.0,0.0,0.0,0.0,3.0
"2020-04-15 21:00:00","Spain","Murcia",1598,34,97,111,575.0,78.0,516.0,1.0,0.0,2.0,3.0
"2020-04-15 21:00:00","Spain","Navarra",4348,0,124,261,1751.0,102.0,845.0,21.0,0.0,9.0,37.0
"2020-04-15 21:00:00","Spain","País Vasco",11790,0,478,956,5863.0,315.0,5813.0,113.0,7.0,54.0,385.0
"2020-04-15 21:00:00","Spain","La Rioja",3916,578,75,257,1207.0,459.0,1654.0,25.0,0.0,11.0,72.0
"2020-04-16 21:00:00","Spain","Andalucía",11053,43,675,940,5297.0,246.0,2790.0,72.0,4.0,28.0,156.0
"2020-04-16 21:00:00","Spain","Aragón",4664,134,240,19,2151.0,98.0,45.0,43.0,562.0,1132.0,0.0
"2020-04-16 21:00:00","Spain","Asturias",2230,77,118,174,1474.0,60.0,545.0,42.0,2.0,6.0,23.0
"2020-04-16 21:00:00","Spain","Baleares",1668,35,152,134,905.0,31.0,938.0,33.0,0.0,3.0,20.0
"2020-04-16 21:00:00","Spain","Canarias",2009,24,159,111,811.0,21.0,730.0,9.0,3.0,4.0,57.0
"2020-04-16 21:00:00","Spain","Cantabria",1884,96,78,144,903.0,39.0,510.0,13.0,1.0,7.0,68.0
"2020-04-16 21:00:00","Spain","Castilla La Mancha",15997,367,511,1851,8017.0,846.0,3600.0,31.0,8.0,56.0,222.0
"2020-04-16 21:00:00","Spain","Castilla y León",14903,292,297,1401,6518.0,523.0,4923.0,69.0,0.0,29.0,199.0
"2020-04-16 21:00:00","Spain","Cataluña",38316,193,2305,3752,21241.0,962.0,12787.0,0.0,0.0,134.0,826.0
"2020-04-16 21:00:00","Spain","Ceuta",101,46,4,4,9.0,1.0,44.0,0.0,0.0,0.0,3.0
"2020-04-16 21:00:00","Spain","Comunidad Valenciana",9869,64,632,999,4605.0,254.0,4024.0,81.0,7.0,27.0,322.0
"2020-04-16 21:00:00","Spain","Extremadura",3019,105,110,372,1212.0,138.0,707.0,26.0,0.0,13.0,58.0
"2020-04-16 21:00:00","Spain","Galicia",8013,103,117,320,2535.0,140.0,1456.0,41.0,0.0,10.0,73.0
"2020-04-16 21:00:00","Spain","Madrid",51993,267,1154,7007,9141.0,1299.0,29436.0,0.0,0.0,130.0,945.0
"2020-04-16 21:00:00","Spain","Melilla",104,39,3,2,44.0,1.0,30.0,0.0,0.0,0.0,3.0
"2020-04-16 21:00:00","Spain","Murcia",1625,32,99,112,585.0,27.0,545.0,10.0,2.0,1.0,29.0
"2020-04-16 21:00:00","Spain","Navarra",4433,244,124,338,1781.0,85.0,892.0,29.0,0.0,77.0,47.0
"2020-04-16 21:00:00","Spain","País Vasco",12089,193,484,992,5939.0,299.0,6144.0,76.0,6.0,36.0,331.0
"2020-04-16 21:00:00","Spain","La Rioja",4098,591,76,262,1226.0,182.0,1729.0,19.0,1.0,5.0,75.0
"2020-04-17 21:00:00","Spain","Andalucía",11020,43,677,967,5341.0,107.0,2948.0,43.0,2.0,27.0,158.0
"2020-04-17 21:00:00","Spain","Aragón",4761,134,243,601,2180.0,97.0,1121.0,29.0,3.0,39.0,0.0
"2020-04-17 21:00:00","Spain","Asturias",2272,77,119,187,1520.0,42.0,575.0,46.0,1.0,13.0,30.0
"2020-04-17 21:00:00","Spain","Baleares",1748,35,157,148,937.0,80.0,958.0,32.0,5.0,14.0,20.0
"2020-04-17 21:00:00","Spain","Canarias",2035,0,160,115,822.0,26.0,785.0,11.0,1.0,4.0,55.0
"2020-04-17 21:00:00","Spain","Cantabria",1990,0,78,149,911.0,106.0,534.0,8.0,0.0,5.0,24.0
"2020-04-17 21:00:00","Spain","Castilla La Mancha",16349,0,514,1913,8093.0,352.0,3838.0,75.0,3.0,61.0,238.0
"2020-04-17 21:00:00","Spain","Castilla y León",15293,0,495,1429,6831.0,390.0,5103.0,313.0,0.0,28.0,179.0
"2020-04-17 21:00:00","Spain","Cataluña",39943,0,2349,3878,22013.0,1626.0,13275.0,771.0,44.0,127.0,488.0
"2020-04-17 21:00:00","Spain","Ceuta",108,46,4,4,9.0,7.0,53.0,0.0,0.0,0.0,9.0
"2020-04-17 21:00:00","Spain","Comunidad Valenciana",9795,64,636,1042,4708.0,76.0,4306.0,103.0,4.0,43.0,282.0
"2020-04-17 21:00:00","Spain","Extremadura",3081,105,112,380,1240.0,62.0,736.0,28.0,2.0,8.0,29.0
"2020-04-17 21:00:00","Spain","Galicia",8084,0,115,334,2554.0,71.0,0.0,19.0,0.0,14.0,0.0
"2020-04-17 21:00:00","Spain","Madrid",52946,0,1094,7132,8597.0,953.0,30475.0,0.0,0.0,125.0,1039.0
"2020-04-17 21:00:00","Spain","Melilla",104,0,3,2,44.0,0.0,30.0,0.0,0.0,0.0,0.0
"2020-04-17 21:00:00","Spain","Murcia",1638,32,102,115,611.0,13.0,638.0,26.0,3.0,3.0,93.0
"2020-04-17 21:00:00","Spain","Navarra",4556,244,127,354,1829.0,123.0,954.0,48.0,3.0,16.0,62.0
"2020-04-17 21:00:00","Spain","País Vasco",12355,0,490,1020,6030.0,266.0,6556.0,91.0,6.0,28.0,412.0
"2020-04-17 21:00:00","Spain","La Rioja",3648,591,78,272,1249.0,101.0,1777.0,23.0,2.0,10.0,48.0
"2020-04-18 21:00:00","Spain","Andalucía",11205,34,687,993,5423.0,185.0,3116.0,83.0,10.0,26.0,168.0
"2020-04-18 21:00:00","Spain","Aragón",4831,121,246,619,2215.0,70.0,1175.0,36.0,3.0,18.0,54.0
"2020-04-18 21:00:00","Spain","Asturias",2298,67,120,196,1571.0,26.0,596.0,51.0,1.0,9.0,21.0
"2020-04-18 21:00:00","Spain","Baleares",1773,41,160,155,955.0,25.0,993.0,18.0,3.0,7.0,35.0
"2020-04-18 21:00:00","Spain","Canarias",2046,0,162,119,825.0,12.0,789.0,3.0,2.0,4.0,4.0
"2020-04-18 21:00:00","Spain","Cantabria",2050,104,78,153,924.0,60.0,610.0,13.0,0.0,4.0,76.0
"2020-04-18 21:00:00","Spain","Castilla La Mancha",16625,324,518,1963,8137.0,276.0,3963.0,44.0,4.0,50.0,125.0
"2020-04-18 21:00:00","Spain","Castilla y León",15620,286,498,1458,6981.0,328.0,5262.0,150.0,3.0,29.0,159.0
"2020-04-18 21:00:00","Spain","Cataluña",40600,189,2395,3933,22235.0,657.0,13690.0,222.0,46.0,54.0,416.0
"2020-04-18 21:00:00","Spain","Ceuta",109,30,4,4,9.0,1.0,59.0,0.0,0.0,0.0,6.0
"2020-04-18 21:00:00","Spain","Comunidad Valenciana",9937,55,643,1065,4781.0,142.0,4547.0,73.0,7.0,23.0,241.0
"2020-04-18 21:00:00","Spain","Extremadura",3136,101,112,384,1278.0,55.0,767.0,38.0,0.0,4.0,31.0
"2020-04-18 21:00:00","Spain","Galicia",8185,0,112,346,2590.0,101.0,0.0,36.0,0.0,12.0,0.0
"2020-04-18 21:00:00","Spain","Madrid",54883,259,1123,7239,8291.0,1938.0,31313.0,0.0,0.0,107.0,838.0
"2020-04-18 21:00:00","Spain","Melilla",104,0,3,2,44.0,0.0,44.0,0.0,0.0,0.0,14.0
"2020-04-18 21:00:00","Spain","Murcia",1644,27,102,116,612.0,6.0,652.0,1.0,0.0,1.0,14.0
"2020-04-18 21:00:00","Spain","Navarra",4621,236,127,369,1843.0,65.0,992.0,14.0,0.0,15.0,38.0
"2020-04-18 21:00:00","Spain","País Vasco",12569,178,499,1062,6086.0,214.0,6972.0,56.0,9.0,42.0,416.0
"2020-04-18 21:00:00","Spain","La Rioja",3705,351,79,277,1268.0,57.0,1815.0,19.0,1.0,5.0,39.0
"2020-04-19 21:00:00","Spain","Andalucía",11323,32,690,1012,5473.0,118.0,3228.0,49.0,3.0,20.0,113.0
"2020-04-19 21:00:00","Spain","Aragón",4886,116,248,637,2244.0,55.0,1178.0,28.0,2.0,18.0,3.0
"2020-04-19 21:00:00","Spain","Asturias",2348,68,122,200,1599.0,50.0,599.0,28.0,2.0,4.0,3.0
"2020-04-19 21:00:00","Spain","Baleares",1788,40,161,157,963.0,15.0,1004.0,8.0,1.0,2.0,12.0
"2020-04-19 21:00:00","Spain","Canarias",2066,19,163,119,826.0,20.0,813.0,1.0,1.0,0.0,24.0
"2020-04-19 21:00:00","Spain","Cantabria",2083,103,78,158,934.0,33.0,626.0,10.0,0.0,5.0,16.0
"2020-04-19 21:00:00","Spain","Castilla La Mancha",16796,304,531,2021,8173.0,171.0,4178.0,36.0,13.0,58.0,215.0
"2020-04-19 21:00:00","Spain","Castilla y León",15857,280,501,1493,7080.0,236.0,5366.0,99.0,3.0,35.0,104.0
"2020-04-19 21:00:00","Spain","Cataluña",41676,193,2409,4008,22375.0,1075.0,13934.0,140.0,14.0,76.0,243.0
"2020-04-19 21:00:00","Spain","Ceuta",111,33,4,4,9.0,2.0,74.0,0.0,0.0,0.0,15.0
"2020-04-19 21:00:00","Spain","Comunidad Valenciana",10017,53,646,1079,4827.0,81.0,4629.0,46.0,3.0,14.0,82.0
"2020-04-19 21:00:00","Spain","Extremadura",3186,104,112,389,1306.0,50.0,858.0,28.0,0.0,5.0,91.0
"2020-04-19 21:00:00","Spain","Galicia",8299,79,108,352,2609.0,114.0,1548.0,19.0,0.0,6.0,12.0
"2020-04-19 21:00:00","Spain","Madrid",56963,252,1111,7351,8191.0,2079.0,31761.0,0.0,0.0,112.0,449.0
"2020-04-19 21:00:00","Spain","Melilla",104,20,3,2,44.0,0.0,46.0,0.0,0.0,0.0,2.0
"2020-04-19 21:00:00","Spain","Murcia",1646,25,103,117,612.0,2.0,662.0,0.0,1.0,1.0,10.0
"2020-04-19 21:00:00","Spain","Navarra",4697,224,128,385,1855.0,76.0,1123.0,13.0,1.0,16.0,131.0
"2020-04-19 21:00:00","Spain","País Vasco",12628,172,501,1081,6109.0,59.0,7124.0,23.0,2.0,19.0,152.0
